frame_idx,timestamp,elbow_angle,knee_angle,spine_lean_deg,head_knee_xproj_norm,foot_dir_deg,pose_quality,front_side,elbow_quality,knee_quality,spine_quality,cue_elbow_ok,cue_knee_ok,cue_spine_ok,cue_head_ok,cue_foot_ok,warning_count
110,13.545976161956787,44.45828968815565,153.1128901410555,22.072021216400213,1.0252948788330765,173.89428682780564,0.8214241941769918,right,0.6327028751373291,0.832441246509552,0.9991284608840942,False,True,True,False,False,0
111,13.663739204406738,,155.07949590564337,21.805953846964652,1.0529277602197094,174.6916485209118,0.8162790497144065,right,0.6307942509651184,0.8188530087471009,0.9991898894309997,,True,True,False,False,1
112,13.781636238098145,133.67694321536663,156.24078702158553,21.115955421745184,1.0559177566751803,174.59229538466133,0.8157191793123881,right,0.634872043132782,0.8130280137062073,0.999257481098175,True,True,True,False,False,0
113,13.899465084075928,139.2516463644746,157.60429067589564,20.106827664337544,1.0550419971647236,174.4776713338953,0.8169989983240763,right,0.637901782989502,0.8137713193893432,0.9993238925933838,True,True,True,False,False,0
114,14.018213987350464,140.87582332592024,159.1419908121261,18.988654890697156,1.0581238538044229,174.96592586203658,0.8202708681424458,right,0.6402355551719665,0.8211910486221313,0.9993860006332398,True,True,True,False,False,0
115,14.135195016860962,145.0756057109195,161.45398165676377,17.752711745675125,1.1138795140710687,169.2887095731417,0.8245168566703797,right,0.6439162135124207,0.830190896987915,0.9994434595108033,True,True,True,False,False,0
116,14.252583026885986,148.4853872051195,162.67945396517067,16.419860142426703,1.1104718528721205,166.41147591253156,0.8283017675081888,right,0.6451420783996582,0.840267014503479,0.9994962096214295,True,True,True,False,False,0
117,14.370074987411499,151.31381679344503,165.31344501913,14.744573567189255,1.1714286919663892,158.74347044728177,0.8292485276858012,right,0.6404607892036438,0.8477414011955261,0.9995433926582337,False,True,True,False,False,0
118,14.489609956741333,155.029754913274,168.98134979940755,12.800043220726009,1.3952282277849486,147.17180848963483,0.8237736503283183,right,0.6262497067451477,0.8454857707023621,0.9995854735374451,False,True,True,False,False,0
119,14.608316898345947,156.13017141609933,170.8044971965958,11.333523253485197,1.5961678267547468,143.00867624855417,0.8119351108868917,right,0.6010957717895508,0.8350867629051208,0.9996227979660034,False,False,True,False,False,0
120,14.726263999938965,170.64340980763546,171.17456163325042,9.587192189754484,1.936606435182638,141.44117073363617,0.8060302376747132,right,0.6010957717895508,0.8173388004302978,0.9996561408042908,False,False,True,False,False,0
121,14.84446120262146,170.10084791630436,169.67405623055186,7.70058959452262,2.4795832438581353,143.37472359375124,0.7965580344200133,right,0.6010957717895508,0.7888932943344116,0.9996850371360779,False,True,True,False,False,0
122,14.9620680809021,153.94993953542547,169.4727645996182,6.2016287639415095,3.3208750169672934,146.0281334840745,0.7834566632906595,right,0.6010957717895508,0.7495664358139038,0.9997077822685242,False,True,True,False,False,0
123,15.079524040222168,139.09050898978052,167.16137145290432,5.042471966295367,,154.63361844011965,0.7698417743047079,right,0.6010957717895508,0.7087058901786805,0.9997236609458924,True,True,True,,False,0
124,15.197077989578247,129.03741996860293,166.09164743288568,4.045697773399619,,160.41993919742276,0.7561057289441426,right,0.6010957717895508,0.6674845933914184,0.9997368216514587,True,True,False,,False,0
125,15.3146390914917,125.94114326534341,166.25346672979956,3.5891363887186554,,163.59173096103405,0.743100901444753,right,0.6010957717895508,0.628459358215332,0.9997475743293762,True,True,False,,False,0
126,15.432723045349121,122.85297127093907,169.74392940934825,2.765365059948145,,169.97238593224188,0.7320485512415568,right,0.6010957717895508,0.5952944755554199,0.9997554063796997,True,True,False,,False,0
127,15.55020022392273,169.36661922569894,178.7188212308139,2.036929747597183,,179.2350650773983,0.9377859751383464,left,0.9240083336830139,0.889584743976593,0.9997648477554322,False,False,False,,False,0
128,15.667286157608032,172.11399018412038,174.27062408260608,0.21893017967414954,,174.22558455607202,0.9316465258598328,left,0.9013017416000366,0.8938610553741455,0.9997767806053162,False,False,False,,False,0
129,15.785561084747314,173.96914443997267,172.40888485237122,1.5739011458195602,0.7442762033497524,178.5069636002475,0.9249502619107565,left,0.8784663438796997,0.8965978264808655,0.9997866153717041,False,False,False,False,False,0
130,15.902899980545044,175.27069056705355,172.14381138541478,2.6627768654868764,0.15694405104417455,175.2907679866932,0.9184624234835307,left,0.8574812650680542,0.8981104135513306,0.9997955918312073,False,False,False,True,False,0
131,16.021075010299683,176.53851554368111,175.7140080943747,3.2076713688154554,0.18647728614893389,172.02686338502747,0.917747684319814,left,0.8487320065498352,0.9047049164772034,0.9998061299324036,False,False,False,True,False,0
132,16.139217853546143,178.15975831328808,178.82081600179833,3.4594354520709896,0.3995848420994644,170.77488099435226,0.9188228646914164,left,0.8460360527038574,0.9106176972389222,0.9998148441314697,False,False,False,False,False,0
133,16.257012128829956,179.33453229998221,169.49726019567825,3.582163412100384,0.6129028709281995,171.24772751552922,0.9236338218053182,left,0.8546278595924377,0.916450297832489,0.9998233079910278,False,True,False,False,False,0
134,16.374282121658325,178.15762529582554,160.3132350931454,3.681725826047629,0.7981080403960702,172.8049825989967,0.9293849309285482,left,0.8649549722671509,0.9233676195144653,0.9998322010040284,False,True,False,False,False,0
135,16.49180006980896,176.4153992447137,153.36152159278404,4.033326220315472,0.9396212963455898,173.3928653788712,0.9353909174601237,left,0.8756436467170715,0.9306878566741943,0.9998412489891052,False,True,False,False,False,0
